epoch,loss,val_loss
0,42076534.32357101,132.70708878128616
1,37.29799852371216,14.783292629100659
2,14.657734966278076,13.68493965290211
3,13.190973215042407,11.850462814613625
4,11.213372325897216,9.944571918911404
5,9.871619033813477,9.272342660692003
6,9.394627795857229,9.204895605864348
7,9.23324613571167,9.051346065379954
8,9.244472789764405,8.960056417959708
9,8.998143672943115,8.898783902768736
